customer_id,gender,age,age_group,married,kids_under12,area,subs_start_year,download_count,total_price,class
C5079,M,29,20대,S,N,마포구,2015,43,208200.0,Gold
C5080,M,50,50대,M,Y,서대문구,2015,88,408500.0,Platinum
C5081,F,31,30대,M,Y,양천구,2015,84,378000.0,Platinum
C5082,M,22,20대,S,N,강남구,2015,38,177100.0,Gold
C5083,M,23,20대,M,N,용산구,2015,52,252800.0,Platinum
C5084,F,24,20대,S,N,서대문구,2015,68,289300.0,Platinum
C5085,F,25,20대,S,N,관악구,2015,31,151600.0,Gold
C5086,M,46,40대,M,Y,용산구,2015,77,343500.0,Platinum
C5087,F,37,30대,M,N,관악구,2015,55,273600.0,Platinum
C5088,F,28,20대,M,Y,광진구,2015,77,322400.0,Platinum
C5089,M,59,50대,M,N,마포구,2015,42,203300.0,Gold
C5090,F,30,30대,M,Y,서대문구,2015,63,277200.0,Platinum
C5091,F,41,40대,M,Y,용산구,2015,92,405300.0,Platinum
C5092,F,22,20대,S,N,서초구,2015,47,222000.0,Gold
C5093,M,33,30대,M,Y,광진구,2015,76,346800.0,Platinum
C5094,M,44,40대,M,Y,강남구,2015,87,392600.0,Platinum
C5095,M,55,50대,M,N,서초구,2015,59,273300.0,Platinum
C5096,F,46,40대,S,N,용산구,2015,61,309900.0,Platinum
C5097,M,27,20대,S,N,마포구,2015,15,73700.0,Bronze
C5098,M,58,50대,M,N,양천구,2015,63,291500.0,Platinum
C5099,M,39,30대,M,N,용산구,2015,41,190700.0,Gold
C5100,M,20,20대,M,Y,용산구,2015,63,277000.0,Platinum
C5101,F,51,50대,M,Y,광진구,2015,96,437800.0,Platinum
C5102,F,42,40대,M,N,서대문구,2015,50,245400.0,Platinum
C5103,M,43,40대,M,Y,양천구,2015,78,363300.0,Platinum
C5104,F,24,20대,M,Y,용산구,2015,63,262900.0,Platinum
C5105,M,25,20대,S,N,송파구,2015,16,77700.0,Bronze
C5106,M,56,50대,S,N,용산구,2015,56,254000.0,Platinum
C5107,M,37,30대,S,N,강남구,2015,44,209600.0,Gold
C5108,F,48,40대,M,Y,강남구,2015,74,340200.0,Platinum
C5109,M,59,50대,M,N,강남구,2015,54,258100.0,Platinum
C5110,M,40,40대,M,N,송파구,2015,21,104900.0,Silver
C5111,F,31,30대,M,Y,양천구,2015,68,296200.0,Platinum
C5112,F,22,20대,M,N,광진구,2015,45,217300.0,Gold
C5113,F,33,30대,M,N,용산구,2015,39,201900.0,Gold
C5114,F,44,40대,M,Y,서대문구,2015,93,410500.0,Platinum
C5115,M,35,30대,M,N,서초구,2015,55,274000.0,Platinum
C5116,M,56,50대,M,N,양천구,2015,43,209700.0,Gold
C5117,F,19,10대,S,N,강남구,2015,22,101500.0,Silver
C5118,F,28,20대,M,Y,마포구,2015,50,209700.0,Gold
C5119,M,49,40대,M,N,강남구,2015,54,244200.0,Platinum
C5120,F,20,20대,S,N,관악구,2015,46,214500.0,Gold
C5121,F,51,50대,S,N,강남구,2015,38,184700.0,Gold
C5122,M,42,40대,M,Y,광진구,2015,71,315000.0,Platinum
C5123,M,43,40대,M,Y,용산구,2015,98,448100.0,Platinum
C5124,F,24,20대,M,Y,용산구,2015,70,303400.0,Platinum
C5125,M,55,50대,M,N,용산구,2015,47,211600.0,Gold
C5126,F,46,40대,S,N,양천구,2015,41,217600.0,Gold
C5127,M,19,10대,S,N,관악구,2015,28,139100.0,Silver
C5128,F,28,20대,S,N,서초구,2015,40,196100.0,Gold
C5129,F,59,50대,M,N,마포구,2015,34,158200.0,Gold
C5130,F,40,40대,M,Y,용산구,2015,85,363700.0,Platinum
C5131,F,21,20대,S,N,용산구,2015,38,174000.0,Gold
C5132,F,52,50대,M,N,서대문구,2015,66,328800.0,Platinum
C5133,M,23,20대,M,Y,강남구,2015,71,312900.0,Platinum
C5134,M,34,30대,M,N,양천구,2015,43,206300.0,Gold
C5135,M,55,50대,M,Y,용산구,2015,83,375100.0,Platinum
C5136,M,56,50대,M,Y,강남구,2015,66,312000.0,Platinum
C5137,M,37,30대,M,N,관악구,2015,33,160700.0,Gold
C5138,F,28,20대,M,N,관악구,2015,45,209400.0,Gold
C5139,F,49,40대,S,N,강남구,2015,44,203100.0,Gold
C5140,M,20,20대,S,N,동작구,2015,29,135100.0,Silver
C5141,F,31,30대,M,Y,송파구,2015,21,101300.0,Silver
C5142,F,42,40대,M,Y,광진구,2015,86,384600.0,Platinum
C5143,F,43,40대,M,Y,서초구,2015,80,341400.0,Platinum
C5144,F,44,40대,M,Y,서대문구,2015,84,365100.0,Platinum
C5145,M,25,20대,S,N,광진구,2015,32,152700.0,Gold
C5146,F,26,20대,S,N,마포구,2015,32,156200.0,Gold
C5147,M,37,30대,S,N,강남구,2015,49,234900.0,Platinum
C5148,M,38,30대,M,Y,광진구,2015,83,374500.0,Platinum
C5149,F,39,30대,S,N,광진구,2015,44,198900.0,Gold
C5150,F,20,20대,M,N,강남구,2015,47,233300.0,Platinum
C5151,M,51,50대,M,N,동작구,2015,61,286000.0,Platinum
C5152,M,42,40대,M,Y,송파구,2015,44,211500.0,Gold
C5153,F,23,20대,M,N,광진구,2015,55,268800.0,Platinum
C5154,M,54,50대,M,Y,관악구,2015,78,356800.0,Platinum
C5155,F,35,30대,M,Y,강남구,2015,94,412900.0,Platinum
C5156,F,36,30대,S,N,양천구,2015,37,165100.0,Gold
C5157,F,37,30대,S,N,송파구,2015,24,116000.0,Silver
C5158,M,38,30대,S,N,강남구,2015,53,240400.0,Platinum
C5159,F,49,40대,S,N,강남구,2015,88,377500.0,Platinum
C5160,F,20,20대,M,N,강남구,2015,49,231500.0,Platinum
C5161,F,41,40대,M,Y,서대문구,2015,93,396600.0,Platinum
C5162,F,52,50대,S,N,동작구,2015,46,228700.0,Gold
C5163,M,23,20대,S,N,서초구,2015,40,200600.0,Gold
C5164,F,34,30대,S,N,강남구,2015,37,187300.0,Gold
C5165,M,45,40대,M,Y,서대문구,2015,84,388500.0,Platinum
C5166,F,26,20대,M,N,관악구,2015,40,196600.0,Gold
C5167,F,57,50대,M,N,서대문구,2015,56,275600.0,Platinum
C5168,F,28,20대,M,Y,양천구,2015,74,320600.0,Platinum
C5169,M,49,40대,S,N,서초구,2015,37,176400.0,Gold
C5170,M,30,30대,M,Y,용산구,2015,40,189600.0,Gold
C5171,F,21,20대,S,N,동작구,2015,53,271500.0,Platinum
C5172,M,32,30대,S,N,동작구,2015,33,155800.0,Gold
C5173,F,18,10대,S,N,양천구,2015,33,155600.0,Gold
C5174,M,24,20대,S,N,용산구,2015,40,180900.0,Gold
C5175,F,45,40대,M,Y,용산구,2015,82,369400.0,Platinum
C5176,F,56,50대,M,Y,용산구,2015,87,392300.0,Platinum
C5177,F,37,30대,M,Y,서초구,2015,91,401500.0,Platinum
C5178,F,48,40대,M,Y,서대문구,2015,79,363700.0,Platinum
C5179,F,59,50대,S,N,광진구,2015,54,254100.0,Platinum
C5180,M,50,50대,M,N,강남구,2015,40,194400.0,Gold
C5181,M,21,20대,M,Y,강남구,2015,67,301300.0,Platinum
C5182,F,22,20대,S,N,광진구,2015,52,258700.0,Platinum
C5183,F,33,30대,M,Y,송파구,2015,79,360900.0,Platinum
C5184,M,24,20대,S,N,마포구,2015,23,105200.0,Silver
C5185,M,35,30대,M,Y,서대문구,2015,66,280700.0,Platinum
C5186,F,26,20대,M,N,관악구,2015,44,209200.0,Gold
C5187,M,27,20대,S,N,강남구,2015,35,172000.0,Gold
C5188,M,48,40대,M,Y,마포구,2015,59,274900.0,Platinum
C5189,F,60,60대,M,N,용산구,2015,44,219000.0,Gold
C5190,M,30,30대,S,N,관악구,2015,51,233500.0,Platinum
C5191,F,21,20대,S,N,서대문구,2015,35,174800.0,Gold
C5192,M,22,20대,M,N,마포구,2015,27,139900.0,Silver
C5193,F,43,40대,M,Y,송파구,2015,36,154500.0,Gold
C5194,M,54,50대,M,N,양천구,2015,48,221200.0,Gold
C5195,M,35,30대,S,N,용산구,2015,61,295200.0,Platinum
C5196,F,46,40대,S,N,광진구,2015,54,266700.0,Platinum
C5197,F,57,50대,M,N,서대문구,2015,50,233600.0,Platinum
C5198,M,38,30대,S,N,서초구,2015,54,246300.0,Platinum
C5199,M,29,20대,S,N,송파구,2015,33,162900.0,Gold
C5200,F,30,30대,M,Y,용산구,2015,81,369200.0,Platinum
C5201,M,41,40대,M,N,마포구,2015,57,270900.0,Platinum
C5202,M,22,20대,M,N,마포구,2015,36,178500.0,Gold
C5203,F,33,30대,S,N,관악구,2015,33,159200.0,Gold
C5204,M,24,20대,S,N,서대문구,2015,33,162400.0,Gold
C5205,F,45,40대,M,Y,동작구,2015,76,330400.0,Platinum
C5206,M,46,40대,M,N,동작구,2015,50,245600.0,Platinum
C5207,F,27,20대,S,N,강남구,2015,41,197600.0,Gold
C5208,M,38,30대,M,Y,강남구,2015,90,421600.0,Platinum
C5209,F,66,60대,S,N,용산구,2015,60,286200.0,Platinum
C5210,M,20,20대,M,Y,강남구,2015,62,272200.0,Platinum
C5211,M,21,20대,M,N,강남구,2015,28,128700.0,Silver
C5212,M,32,30대,M,N,강남구,2015,43,208500.0,Gold
C5213,M,33,30대,S,N,마포구,2015,31,147300.0,Silver
C5214,M,24,20대,M,Y,서대문구,2015,58,273500.0,Platinum
C5215,F,35,30대,M,N,용산구,2015,35,168300.0,Gold
C5216,M,46,40대,S,N,용산구,2015,46,225300.0,Gold
C5217,M,47,40대,M,N,용산구,2015,48,223000.0,Gold
C5218,F,58,50대,M,Y,용산구,2015,82,356100.0,Platinum
C5219,F,29,20대,S,N,용산구,2015,35,171900.0,Gold
C5220,M,40,40대,M,Y,양천구,2015,78,367100.0,Platinum
C5221,F,21,20대,M,Y,마포구,2015,54,236200.0,Platinum
C5222,F,22,20대,M,N,송파구,2015,42,203600.0,Gold
C5223,F,43,40대,M,Y,마포구,2015,65,281400.0,Platinum
C5224,M,24,20대,M,N,마포구,2015,16,79700.0,Bronze
C5225,F,45,40대,S,N,광진구,2015,38,188400.0,Gold
C5226,F,56,50대,M,Y,용산구,2015,78,350300.0,Platinum
C5227,F,47,40대,M,N,마포구,2015,54,275900.0,Platinum
C5228,F,38,30대,M,Y,용산구,2015,92,401700.0,Platinum
C5229,M,49,40대,M,Y,양천구,2015,86,391500.0,Platinum
C5230,F,20,20대,S,N,송파구,2015,18,84500.0,Bronze
C5231,F,21,20대,M,Y,용산구,2015,76,342600.0,Platinum
C5232,M,42,40대,S,N,서대문구,2015,45,200300.0,Gold
C5233,M,33,30대,M,Y,용산구,2015,88,401200.0,Platinum
C5234,M,54,50대,M,Y,송파구,2015,75,338800.0,Platinum
C5235,F,55,50대,M,N,서대문구,2015,39,185100.0,Gold
C5236,M,26,20대,S,N,광진구,2015,35,171100.0,Gold
C5237,M,37,30대,M,Y,용산구,2015,61,259100.0,Platinum
C5238,F,38,30대,M,N,용산구,2015,61,294700.0,Platinum
C5239,M,59,50대,M,N,용산구,2015,46,215000.0,Gold
C5240,M,30,30대,M,Y,마포구,2015,64,286700.0,Platinum
C5241,F,31,30대,M,Y,용산구,2015,79,354400.0,Platinum
C5242,M,52,50대,M,N,용산구,2015,40,190200.0,Gold
C5243,M,33,30대,S,N,강남구,2015,52,243100.0,Platinum
C5244,F,24,20대,S,N,서대문구,2015,70,310100.0,Platinum
C5245,F,45,40대,M,N,용산구,2015,44,211300.0,Gold
C5246,M,46,40대,M,N,마포구,2015,28,140100.0,Silver
C5247,F,37,30대,S,N,마포구,2015,34,164600.0,Gold
C5248,F,28,20대,M,Y,서대문구,2015,75,336200.0,Platinum
C5249,F,29,20대,M,Y,용산구,2015,63,270600.0,Platinum
C5250,F,20,20대,S,N,양천구,2015,42,195400.0,Gold
C5251,M,21,20대,M,N,관악구,2015,44,198100.0,Gold
C5252,M,52,50대,S,N,강남구,2015,39,172900.0,Gold
C5253,M,33,30대,M,N,서초구,2015,48,235300.0,Platinum
C5254,M,54,50대,M,N,서초구,2015,44,209100.0,Gold
C5255,F,35,30대,S,N,강남구,2015,29,143400.0,Silver
C5256,M,46,40대,S,N,강남구,2015,50,240700.0,Platinum
C5257,F,37,30대,M,N,강남구,2015,51,234800.0,Platinum
C5258,M,58,50대,S,N,송파구,2015,40,188800.0,Gold
C5259,F,39,30대,M,Y,강남구,2015,87,385000.0,Platinum
C5260,F,20,20대,M,N,마포구,2015,47,229000.0,Gold
C5261,M,21,20대,S,N,서대문구,2015,42,194400.0,Gold
C5262,M,22,20대,S,N,광진구,2015,43,205400.0,Gold
C5263,M,43,40대,M,Y,용산구,2015,82,370000.0,Platinum
C5264,F,44,40대,M,Y,용산구,2015,81,356400.0,Platinum
C5265,M,55,50대,M,Y,강남구,2015,90,411800.0,Platinum
C5266,M,26,20대,M,Y,서초구,2015,75,334400.0,Platinum
C5267,M,57,50대,M,N,관악구,2015,59,292600.0,Platinum
C5268,F,38,30대,S,N,송파구,2015,22,108100.0,Silver
C5269,M,39,30대,M,Y,송파구,2015,37,163800.0,Gold
C5270,M,30,30대,S,N,용산구,2015,43,211100.0,Gold
C5271,F,21,20대,M,N,강남구,2015,35,169600.0,Gold
C5272,M,52,50대,M,N,동작구,2015,47,232100.0,Platinum
C5273,F,53,50대,M,Y,서초구,2015,81,350600.0,Platinum
C5274,M,24,20대,S,N,강남구,2015,34,155600.0,Gold
C5275,F,35,30대,M,N,광진구,2015,49,249200.0,Platinum
C5276,F,26,20대,S,N,서대문구,2015,73,317200.0,Platinum
C5277,M,57,50대,M,N,용산구,2015,48,230600.0,Platinum
C5278,F,38,30대,M,Y,강남구,2015,79,354500.0,Platinum
C5279,M,66,60대,S,N,송파구,2015,47,224100.0,Gold
C5280,F,30,30대,M,Y,강남구,2015,69,310900.0,Platinum
C5281,M,31,30대,M,Y,용산구,2015,82,385500.0,Platinum
C5282,M,22,20대,M,N,마포구,2015,34,164500.0,Gold
C5283,M,23,20대,M,N,용산구,2015,44,212500.0,Gold
C5284,F,34,30대,S,N,용산구,2015,47,230900.0,Platinum
C5285,F,35,30대,M,N,강남구,2015,32,143900.0,Silver
C5286,M,36,30대,S,N,관악구,2015,45,216100.0,Gold
C5287,F,27,20대,S,N,송파구,2015,20,98400.0,Silver
C5288,F,38,30대,M,Y,서대문구,2015,70,294000.0,Platinum
C5289,M,62,60대,S,N,서대문구,2015,45,213900.0,Gold
C5290,F,50,50대,M,N,송파구,2015,54,251400.0,Platinum
C5291,M,31,30대,M,Y,마포구,2015,52,249900.0,Platinum
C5292,F,18,10대,S,N,강남구,2015,36,175700.0,Gold
C5293,F,23,20대,M,N,서대문구,2015,57,284000.0,Platinum
C5294,M,54,50대,S,N,송파구,2015,44,200200.0,Gold
C5295,F,55,50대,M,N,동작구,2015,47,221900.0,Gold
C5296,F,26,20대,M,Y,송파구,2015,20,99900.0,Silver
C5297,M,57,50대,M,N,용산구,2015,39,180900.0,Gold
C5298,F,38,30대,M,N,광진구,2015,54,248900.0,Platinum
C5299,F,49,40대,M,Y,동작구,2015,67,302500.0,Platinum
C5300,F,20,20대,S,N,강남구,2015,55,258300.0,Platinum
C5301,F,51,50대,M,N,광진구,2015,51,248500.0,Platinum
C5302,F,42,40대,S,Y,용산구,2015,78,337700.0,Platinum
C5303,F,23,20대,S,N,송파구,2015,43,220800.0,Gold
C5304,M,54,50대,M,N,마포구,2015,28,140100.0,Silver
C5305,M,25,20대,S,N,동작구,2015,33,154300.0,Gold
C5306,M,56,50대,M,N,마포구,2015,33,160500.0,Gold
C5307,M,47,40대,M,Y,광진구,2015,90,423100.0,Platinum
C5308,F,38,30대,S,N,광진구,2015,38,184100.0,Gold
C5309,M,49,40대,M,Y,양천구,2015,87,385000.0,Platinum
C5310,F,30,30대,M,N,강남구,2015,53,262600.0,Platinum
C5311,F,21,20대,S,N,송파구,2015,25,117900.0,Silver
C5312,F,52,50대,M,N,서초구,2015,59,291000.0,Platinum
C5313,M,23,20대,S,N,강남구,2015,38,182200.0,Gold
C5314,F,34,30대,M,Y,강남구,2015,83,384800.0,Platinum
C5315,F,35,30대,M,N,강남구,2015,52,250100.0,Platinum
C5316,M,36,30대,S,N,마포구,2015,45,208400.0,Gold
C5317,M,47,40대,M,Y,용산구,2015,81,368500.0,Platinum
C5318,F,38,30대,S,N,송파구,2015,39,192500.0,Gold
C5319,F,59,50대,M,Y,강남구,2015,97,437500.0,Platinum
C5320,F,19,10대,S,N,강남구,2015,38,184300.0,Gold
C5321,F,21,20대,S,N,동작구,2015,41,199600.0,Gold
C5322,M,22,20대,S,N,강남구,2015,57,261800.0,Platinum
C5323,M,33,30대,S,N,강남구,2015,40,192800.0,Gold
C5324,M,54,50대,S,N,강남구,2015,50,227000.0,Gold
C5325,M,55,50대,M,N,송파구,2015,17,82200.0,Bronze
C5326,F,56,50대,M,Y,용산구,2015,75,328800.0,Platinum
C5327,M,47,40대,S,N,마포구,2015,24,116900.0,Silver
C5328,F,58,50대,M,N,관악구,2015,47,237800.0,Platinum
C5329,F,60,60대,S,N,광진구,2015,42,196500.0,Gold
C5330,M,20,20대,M,N,용산구,2015,50,233300.0,Platinum
C5331,F,21,20대,M,N,송파구,2015,22,110400.0,Silver
C5332,F,32,30대,M,N,송파구,2015,17,83700.0,Bronze
C5333,M,23,20대,S,N,강남구,2015,34,154200.0,Gold
C5334,M,24,20대,M,Y,마포구,2015,48,210600.0,Gold
C5335,F,45,40대,M,Y,송파구,2015,87,383200.0,Platinum
C5336,F,46,40대,M,N,용산구,2015,42,204300.0,Gold
C5337,M,27,20대,S,N,용산구,2015,32,149900.0,Silver
C5338,M,38,30대,S,N,서대문구,2015,39,189700.0,Gold
C5339,F,59,50대,M,N,마포구,2015,49,240000.0,Platinum
C5340,M,20,20대,M,Y,용산구,2015,56,258200.0,Platinum
C5341,F,41,40대,S,N,서초구,2015,49,240200.0,Platinum
C5342,M,22,20대,M,N,양천구,2015,48,222000.0,Gold
C5343,F,23,20대,S,N,강남구,2015,38,183400.0,Gold
C5344,M,34,30대,S,N,용산구,2015,41,186100.0,Gold
C5345,F,25,20대,S,N,광진구,2015,36,172100.0,Gold
C5346,M,46,40대,S,N,관악구,2015,53,237700.0,Platinum
C5347,M,37,30대,S,N,마포구,2015,24,113500.0,Silver
C5348,M,58,50대,M,Y,송파구,2015,57,256500.0,Platinum
C5349,F,39,30대,M,Y,송파구,2015,41,179000.0,Gold
C5350,M,50,50대,M,Y,송파구,2015,31,140000.0,Silver
C5351,M,51,50대,M,Y,용산구,2015,74,323000.0,Platinum
C5352,M,42,40대,S,N,서초구,2015,43,199900.0,Gold
C5353,F,53,50대,M,N,광진구,2015,46,221300.0,Gold
C5354,F,44,40대,M,N,관악구,2015,47,239200.0,Platinum
C5355,F,35,30대,M,N,용산구,2015,49,242000.0,Platinum
C5356,M,46,40대,S,N,송파구,2015,52,243300.0,Platinum
C5357,F,37,30대,M,Y,강남구,2015,58,248000.0,Platinum
C5358,M,28,20대,S,N,서초구,2015,32,143400.0,Silver
C5359,M,49,40대,M,Y,용산구,2015,70,304700.0,Platinum
C5360,F,20,20대,S,N,관악구,2015,45,224500.0,Gold
C5361,F,31,30대,M,N,동작구,2015,55,262600.0,Platinum
C5362,M,22,20대,S,N,송파구,2015,19,91400.0,Silver
C5363,M,23,20대,M,Y,용산구,2015,71,317400.0,Platinum
C5364,F,44,40대,M,Y,강남구,2015,83,372100.0,Platinum
C5365,M,35,30대,M,N,강남구,2015,48,229900.0,Gold
C5366,M,46,40대,M,Y,양천구,2015,83,380700.0,Platinum
C5367,F,47,40대,M,Y,송파구,2015,38,175200.0,Gold
C5368,F,48,40대,M,Y,송파구,2015,49,222200.0,Gold
C5369,F,49,40대,S,N,서초구,2015,47,221400.0,Gold
C5370,F,40,40대,M,Y,강남구,2015,81,371200.0,Platinum
C5371,F,41,40대,M,Y,마포구,2015,71,297600.0,Platinum
C5372,M,22,20대,S,N,서대문구,2015,55,265800.0,Platinum
C5373,M,53,50대,S,N,서초구,2015,47,235600.0,Platinum
C5374,F,34,30대,S,N,광진구,2015,64,267400.0,Platinum
C5375,F,35,30대,M,N,마포구,2015,38,184700.0,Gold
C5376,M,26,20대,S,N,마포구,2015,36,169800.0,Gold
C5377,F,47,40대,M,Y,광진구,2015,79,355700.0,Platinum
C5378,M,58,50대,M,N,송파구,2015,23,112400.0,Silver
C5379,F,61,60대,M,N,서초구,2015,53,277300.0,Platinum
C5380,F,20,20대,M,N,용산구,2015,58,275500.0,Platinum
C5381,F,21,20대,M,Y,용산구,2015,67,293200.0,Platinum
C5382,M,42,40대,M,N,송파구,2015,26,125900.0,Silver
C5383,M,23,20대,M,N,송파구,2015,22,103500.0,Silver
C5384,M,54,50대,M,N,용산구,2015,45,205700.0,Gold
C5385,M,35,30대,S,N,송파구,2015,23,111500.0,Silver
C5386,M,46,40대,M,Y,송파구,2015,43,183600.0,Gold
C5387,F,37,30대,S,N,서초구,2015,37,184000.0,Gold
C5388,M,38,30대,S,N,용산구,2015,39,178200.0,Gold
C5389,M,29,20대,S,N,강남구,2015,32,157400.0,Gold
C5390,M,20,20대,S,N,송파구,2015,48,225000.0,Gold
C5391,M,41,40대,M,Y,송파구,2015,28,129100.0,Silver
C5392,M,42,40대,M,N,양천구,2015,46,220700.0,Gold
C5393,M,53,50대,M,Y,서대문구,2015,84,394200.0,Platinum
C5394,F,54,50대,M,N,서초구,2015,42,203800.0,Gold
C5395,F,25,20대,M,Y,강남구,2015,69,294200.0,Platinum
C5396,F,56,50대,M,Y,강남구,2015,98,438100.0,Platinum
C5397,M,57,50대,S,N,송파구,2015,16,71000.0,Bronze
C5398,M,38,30대,S,N,서초구,2015,47,224100.0,Gold
C5399,M,60,60대,S,N,서초구,2015,52,236600.0,Platinum
C5400,F,20,20대,M,N,마포구,2015,33,158000.0,Gold
C5401,F,51,50대,M,N,관악구,2015,60,311000.0,Platinum
C5402,F,42,40대,S,N,강남구,2015,42,201800.0,Gold
C5403,M,18,10대,S,N,양천구,2015,37,176800.0,Gold
C5404,M,34,30대,S,N,마포구,2015,38,175100.0,Gold
C5405,F,25,20대,M,Y,서대문구,2015,68,302300.0,Platinum
C5406,M,26,20대,S,N,강남구,2015,49,216600.0,Gold
C5407,F,47,40대,M,Y,용산구,2015,80,329000.0,Platinum
C5408,M,28,20대,S,N,송파구,2015,17,85900.0,Bronze
C5409,M,63,60대,M,N,서대문구,2015,56,270200.0,Platinum
